01.01.2010 07:00;10.0;;48;4.6;3;0;10.0;0;0;21.5
02.01.2010 07:00;7.0;;58;0.0;0;0;10.0;0;0;25.7
03.01.2010 07:00;6.0;;74;0.0;0;0;10.0;0;0;19.5
04.01.2010 07:00;5.0;;69;0.0;0;10;10.0;0;0;20.3
05.01.2010 07:00;6.5;;51;3.0;3;40;10.0;0;0;22.5
06.01.2010 07:00;7.0;;60;2.8;3;0;10.0;0;0;20.9
07.01.2010 07:00;8.0;;66;0.0;0;60;10.0;0;0;20.0
08.01.2010 07:00;13.0;;86;3.8;5;75;10.0;4.0;0;16.7
09.01.2010 07:00;6.6;;57;2.6;5;40;10.0;0;0;12.0
10.01.2010 07:00;3.0;;76;0.0;0;40;10.0;0;0;14.6
11.01.2010 07:00;1.0;;81;0.0;0;0;10.0;0;0;16.5
12.01.2010 07:00;10.7;;68;0.0;0;0;10.0;0;0;19.7
13.01.2010 07:00;15.0;;49;2.0;5;90;10.0;0;0;21.5
14.01.2010 07:00;11.5;;72;3.7;4;50;10.0;;0;24.6
15.01.2010 07:00;13.8;;74;2.6;6;25;10.0;0.2;0;18.0
16.01.2010 07:00;8.0;;73;2.6;2;0;10.0;0;0;16.5
17.01.2010 07:00;4.5;;73;0.0;0;0;10.0;0;0;20.6
18.01.2010 07:00;8.9;;43;0.0;0;0;10.0;0;0;19.2
19.01.2010 07:00;9.0;;55;0.0;0;0;10.0;0;0;24.0
20.01.2010 07:00;10.5;;65;0.0;0;75;10.0;0;0;23.0
21.01.2010 07:00;9.8;;77;0.0;0;60;10.0;0;0;19.7
22.01.2010 07:00;6.6;;77;0.0;0;50;10.0;0;0;17.2
24.01.2010 07:00;6.5;;71;0.0;0;0;10.0;0;0;18.0
25.01.2010 07:00;6.0;;76;4.6;3;40;10.0;0;0;17.0
26.01.2010 07:00;5.4;;91;0.0;0;40;7.0;0;0;16.4
27.01.2010 07:00;6.1;;85;0.0;0;0;10.0;0;0;18.3
28.01.2010 07:00;10.0;;75;0.0;0;60;10.0;0;0;18.5
29.01.2010 07:00;6.4;;79;0.0;0;25;10.0;0;0;16.5
31.01.2010 07:00;4.7;;73;0.0;0;0;10.0;0;0;20.4
01.02.2010 07:00;7.7;;65;0.0;0;40;10.0;0;0;18.2
02.02.2010 07:00;8.5;;65;4.5;4;50;10.0;;0;15.1
03.02.2010 07:00;3.8;;70;0.0;0;60;10.0;0;0;16.1
04.02.2010 07:00;8.3;;66;0.0;0;50;10.0;0;0;20.0
05.02.2010 07:00;8.3;;60;0.0;0;0;10.0;0;0;20.7
06.02.2010 07:00;9.8;;77;2.0;3;0;10.0;0;0;22.4
07.02.2010 07:00;9.8;;67;0.0;0;0;10.0;0;0;19.9
08.02.2010 07:00;12.4;;49;0.0;0;60;10.0;0;0;22.8
09.02.2010 07:00;10.5;;58;4.6;2;60;10.0;0;0;18.3
10.02.2010 07:00;11.4;;57;2.0;5;40;10.0;0;0;19.7
11.02.2010 07:00;12.0;;58;2.8;5;60;10.0;0;0;24.0
12.02.2010 07:00;9.0;;61;4.5;6;25;10.0;0;0;17.2
13.02.2010 07:00;9.5;;46;7.0;2;100;10.0;0;0;20.6
14.02.2010 07:00;6.4;;94;6.0;3;60;10.0;0;0;19.6
15.02.2010 07:00;9.0;;66;1.7;6;75;10.0;0;0;19.0
16.02.2010 07:00;11.5;;65;2.6;4;25;10.0;0;0;22.8
17.02.2010 07:00;15.5;;51;3.8;7;90;6.0;0;0;26.0
18.02.2010 07:00;13.5;;65;0.0;0;75;3.0;0;0;28.5
19.02.2010 07:00;17.6;;59;3.8;7;40;4.0;0;0;25.0
20.02.2010 07:00;12.0;;54;0.0;0;60;10.0;0;0;18.6
21.02.2010 07:00;8.7;;52;0.0;0;60;10.0;0;0;22.7
22.02.2010 07:00;12.0;;52;0.0;0;75;10.0;0;0;27.5
23.02.2010 07:00;15.0;;62;4.6;2;75;10.0;0;0;26.2
24.02.2010 07:00;12.1;;66;0.0;0;25;10.0;0;0;25.8
25.02.2010 07:00;9.4;;62;0.0;0;25;10.0;0;0;26.0
26.02.2010 07:00;12.0;;59;0.0;0;25;10.0;0;0;30.0
27.02.2010 07:00;13.0;;42;3.7;2;25;10.0;0;0;31.5
28.02.2010 07:00;14.2;;41;0.0;0;40;10.0;0;0;31.5
01.03.2010 07:00;20.9;;32;2.8;2;50;8.0;0;0;26.8
02.03.2010 07:00;15.6;;52;5.0;5;40;10.0;0;0;29.0
03.03.2010 07:00;21.5;;20;3.8;6;60;7.0;0;0;31.5
04.03.2010 07:00;14.5;;60;0.0;0;50;10.0;0;0;25.1
05.03.2010 07:00;11.2;;64;0.0;0;25;10.0;0;0;26.7
06.03.2010 07:00;16.8;;41;7.0;3;90;10.0;0;0;28.4
07.03.2010 07:00;13.0;;87;0.0;0;40;;0;0;19.6
08.03.2010 07:00;12.5;;67;2.6;3;40;10.0;0;0;22.6
09.03.2010 07:00;18.2;;42;3.8;10;90;4.0;0;0;19.6
10.03.2010 07:00;7.4;;71;6.0;3;50;10.0;0.1;0;16.0
11.03.2010 07:00;5.8;;67;0.0;0;40;10.0;0;0;21.0
12.03.2010 07:00;11.1;;56;0.0;0;50;10.0;0;0;26.7
13.03.2010 07:00;12.5;;65;4.6;5;60;10.0;0;0;19.2
14.03.2010 07:00;8.0;;73;0.0;0;0;10.0;0;0;16.7
15.03.2010 07:00;7.2;;76;6.0;2;40;10.0;0;0;18.0
16.03.2010 07:00;6.0;;78;4.6;2;25;10.0;0;0;19.3
17.03.2010 07:00;6.0;;63;0.0;0;0;10.0;0;0;20.4
18.03.2010 07:00;9.4;;44;1.5;5;0;10.0;0;0;21.3
19.03.2010 07:00;7.2;;63;4.6;2;0;10.0;0;0;22.5
20.03.2010 07:00;9.0;;52;0.0;0;0;10.0;0;0;25.2
21.03.2010 07:00;11.0;;43;0.0;0;90;10.0;0;0;26.6
22.03.2010 07:00;15.0;;33;1.7;4;0;8.0;0;0;27.0
23.03.2010 07:00;11.5;;57;0.0;0;0;10.0;0;0;25.9
24.03.2010 07:00;14.0;;52;0.0;0;0;10.0;0;0;30.5
25.03.2010 07:00;18.7;;28;3.0;3;0;5.0;0;0;36.0
